Store	Date	Year	Week	Sales	Trans	Ticket
0001	2016-01-17	2016	3	71858.46	3895	18.44889859
0001	2016-01-24	2016	4	75151.33	3929	19.12734284
0001	2016-01-31	2016	5	95177.27	4693	20.28068826
0001	2016-02-07	2016	6	83951.33	4668	17.98443231
0001	2016-02-14	2016	7	84252.87	4310	19.5482297
0001	2016-02-21	2016	8	90178.73	4514	19.97756535
0001	2016-02-28	2016	9	92939.92	4782	19.43536596
0001	2016-03-06	2016	10	88728.99	4489	19.7658699
0001	2016-03-13	2016	11	100225.13	5101	19.6481337
0001	2016-03-20	2016	12	101250.83	5281	19.17266237
0001	2016-03-27	2016	13	71518.8	3473	20.59280161
0001	2016-04-03	2016	14	78252.86	4009	19.51929658
0001	2016-04-10	2016	15	82783	4462	18.55289108
0001	2016-04-17	2016	16	82751.05	4303	19.23101325
0001	2016-04-24	2016	17	81573.17	4110	19.84748662
0001	2016-05-01	2016	18	97573.81	5153	18.93534058
0001	2016-05-08	2016	19	77893.02	3979	19.57602915
0001	2016-05-15	2016	20	90491.8	4729	19.13550433
0001	2016-05-22	2016	21	81403.9	4039	20.15446893
0001	2016-05-29	2016	22	80074.47	4070	19.67431695
0001	2016-06-05	2016	23	88629.08	4381	20.23033097
0001	2016-06-12	2016	24	80331.11	4475	17.95108603
0001	2016-06-19	2016	25	73707.87	3786	19.46853407
0001	2016-06-26	2016	26	73040.57	3702	19.73002971
0001	2016-07-03	2016	27	73585.19	3875	18.98972645
0001	2016-07-10	2016	28	68242.88	3776	18.07279661
0001	2016-07-17	2016	29	70966.16	3500	20.27604571
0001	2016-07-24	2016	30	66168.16	3510	18.85132764
0001	2016-07-31	2016	31	76896.7	3932	19.55663784
0001	2016-08-07	2016	32	68537.34	3672	18.66485294
0001	2016-08-14	2016	33	72664.37	3768	19.28459926
0001	2016-08-21	2016	34	70540.08	3829	18.42258553
0001	2016-08-28	2016	35	80423.96	4199	19.15312217
0001	2016-09-04	2016	36	87837.61	4476	19.62413092
0001	2016-09-11	2016	37	84722.42	4308	19.66629991
0001	2016-09-18	2016	38	87099.75	4527	19.24005964
0001	2016-09-25	2016	39	93439.62	4775	19.56850681
0001	2016-10-02	2016	40	100052.14	5188	19.28530069
0001	2016-10-09	2016	41	102811.23	5177	19.85922928
0001	2016-10-16	2016	42	102145.38	5321	19.19665101
0001	2016-10-23	2016	43	107217.31	5880	18.23423639
0001	2016-10-30	2016	44	96324.39	4878	19.74669742
0001	2016-11-06	2016	45	107235.17	5177	20.71376666
0001	2016-11-13	2016	46	127938.89	5374	23.8070134
0001	2016-11-20	2016	47	182805.04	6910	26.45514327
0001	2016-11-27	2016	48	188277.58	7477	25.18089876
0001	2016-12-04	2016	49	196907.6	8160	24.13083333
0001	2016-12-11	2016	50	174056.65	7787	22.35220881
0001	2016-12-18	2016	51	178061.97	8635	20.62095773
0001	2016-12-25	2016	52	53523.19	3259	16.42319423
0001	2017-01-01	2017	1	49800.41	2731	18.23522885
0001	2017-01-08	2017	2	70866.09	3691	19.19969927
0001	2017-01-15	2017	3	75907.49	4182	18.15100191
0001	2017-01-22	2017	4	89530.94	3941	22.71782289
0001	2017-01-29	2017	5	84073.7	4331	19.41207573
0001	2017-02-05	2017	6	78238.8	4255	18.38749706
0001	2017-02-12	2017	7	77305	4153	18.61425476
0001	2017-02-19	2017	8	82343.01	4195	19.62884625
0001	2017-02-26	2017	9	85997.34	4166	20.64266443
0001	2017-03-05	2017	10	82785.15	4131	20.03997821
0001	2017-03-12	2017	11	75112.65	3893	19.29428461
0001	2017-03-19	2017	12	89540.87	4414	20.28565247
0001	2017-03-26	2017	13	82395.29	4267	19.30988751
0001	2017-04-02	2017	14	87192.64	4339	20.09510025
0001	2017-04-09	2017	15	90544.76	4647	19.48456208
0001	2017-04-16	2017	16	73303.74	3488	21.0159805
0001	2017-04-23	2017	17	79524.25	3998	19.891008
0001	2017-04-30	2017	18	84802.46	4273	19.84611748
0001	2017-05-07	2017	19	89183.27	4779	18.66149194
0001	2017-05-14	2017	20	67454.58	3759	17.94482043
0001	2017-05-21	2017	21	71518.83	3828	18.68307994
0001	2017-05-28	2017	22	86487.12	4450	19.43530787
0001	2017-06-04	2017	23	81298.52	4231	19.21496573
0001	2017-06-11	2017	24	76242.83	4324	17.63247687
0001	2017-06-18	2017	25	69087.08	3568	19.36297085
0001	2017-06-25	2017	26	65829.03	3429	19.19773403
0001	2017-07-02	2017	27	68414.94	3592	19.0464755
0001	2017-07-09	2017	28	66948.43	3552	18.84809403
0001	2017-07-16	2017	29	63858.29	3415	18.69935286
0001	2017-07-23	2017	30	72028.47	3755	19.18201598
0001	2017-07-30	2017	31	68700.74	3620	18.97810497
0001	2017-08-06	2017	32	70462.47	3674	19.17867991
0001	2017-08-13	2017	33	71564.84	3647	19.62293392
0001	2017-08-20	2017	34	65387.36	3405	19.20333627
0001	2017-08-27	2017	35	78832.18	4002	19.6981959
0001	2017-09-03	2017	36	86421.95	4322	19.99582369
0001	2017-09-10	2017	37	81336.69	4315	18.84975435
0001	2017-09-17	2017	38	82134.14	4477	18.34579853
0001	2017-09-24	2017	39	79936.56	4168	19.17863724
0001	2017-10-01	2017	40	86852.65	4560	19.04663377
0002	2015-05-24	2015	21	79649.34	4340	18.35238249
0002	2015-05-31	2015	22	97837.84	5149	19.00132841
0002	2015-06-07	2015	23	99713.76	5425	18.38041659
0002	2015-06-14	2015	24	87094.89	5121	17.00739895
0002	2015-06-21	2015	25	74680.4	3970	18.81118388
0002	2015-06-28	2015	26	71881.14	3777	19.03127879
0002	2015-07-05	2015	27	79753.26	4568	17.45911996
0002	2015-07-12	2015	28	82825.19	4689	17.66372148
0002	2015-07-19	2015	29	76691.22	4041	18.97827765
0002	2015-07-26	2015	30	75512.32	4323	17.46757344
0002	2015-08-02	2015	31	85663.2	4524	18.93527851
0002	2015-08-09	2015	32	75995.54	4217	18.0212331
0002	2015-08-16	2015	33	78829.67	4314	18.27298795
0002	2015-08-23	2015	34	80493.24	4351	18.49994024
0002	2015-08-30	2015	35	95727.94	4875	19.63650051
0002	2015-09-06	2015	36	102491.91	5581	18.36443469
0002	2015-09-13	2015	37	103457.8	5631	18.37290002
0002	2015-09-20	2015	38	106306.98	5822	18.25952937
0002	2015-09-27	2015	39	101050.98	5315	19.01241392
0002	2015-10-04	2015	40	104397.26	5913	17.65554879
0002	2015-10-11	2015	41	111748.31	6150	18.17045691
0002	2015-10-18	2015	42	109752.33	6394	17.16489365
0002	2015-10-25	2015	43	104969.29	7028	14.93586938
0002	2015-11-01	2015	44	110671.69	5898	18.76427433
0002	2015-11-08	2015	45	124263.91	6098	20.37781404
0002	2015-11-15	2015	46	149457.7	6532	22.88084813
0002	2015-11-22	2015	47	205562.55	8111	25.34367526
0002	2015-11-29	2015	48	201946.73	8871	22.76482133
0002	2015-12-06	2015	49	208938.63	9204	22.70085072
0002	2015-12-13	2015	50	221062.12	10208	21.65577194
0002	2015-12-20	2015	51	158102.56	7792	20.29036961
0002	2015-12-27	2015	52	70210.91	4363	16.09234701
0002	2016-01-03	2016	1	77021.52	4238	18.17402548
0002	2016-01-10	2016	2	81880.3	4404	18.59225704
0002	2016-01-17	2016	3	77878.52	4173	18.66247783
0002	2016-01-24	2016	4	80114.24	4255	18.82825852
0002	2016-01-31	2016	5	92215.65	5017	18.38063584
0002	2016-02-07	2016	6	90736.62	5128	17.69434867
0002	2016-02-14	2016	7	97168.41	4830	20.11768323
0002	2016-02-21	2016	8	99248.45	4982	19.92140707
0002	2016-02-28	2016	9	101007.86	5320	18.98643985
0002	2016-03-06	2016	10	91375.86	4689	19.48728087
0002	2016-03-13	2016	11	100342.24	5396	18.59567087
0002	2016-03-20	2016	12	105548.99	5482	19.25373769
0002	2016-03-27	2016	13	75142.79	3911	19.213191
0002	2016-04-03	2016	14	80166.44	4371	18.3405262
0002	2016-04-10	2016	15	85120.48	4544	18.7325
0002	2016-04-17	2016	16	84693.28	4448	19.0407554
0002	2016-04-24	2016	17	84389.6	4401	19.17509657
0002	2016-05-01	2016	18	105750.48	5484	19.28345733
0002	2016-05-08	2016	19	79072.46	4032	19.6112252
0002	2016-05-15	2016	20	85743.53	4727	18.13910091
0002	2016-05-22	2016	21	73723.79	4057	18.17199655
0002	2016-05-29	2016	22	76128.86	4036	18.86245292
0002	2016-06-05	2016	23	88796.18	4470	19.86491723
0002	2016-06-12	2016	24	80824.9	4527	17.8539651
0002	2016-06-19	2016	25	67258.25	3694	18.20743097
0002	2016-06-26	2016	26	72185.25	3784	19.07644027
0002	2016-07-03	2016	27	62107.56	3731	16.64635754
0002	2016-07-10	2016	28	66263.1	3624	18.28451987
0002	2016-07-17	2016	29	64056.78	3507	18.26540633
0002	2016-07-24	2016	30	67870.17	3698	18.35320984
0002	2016-07-31	2016	31	71346.24	3853	18.51706203
0002	2016-08-07	2016	32	66572.81	3636	18.30935369
0002	2016-08-14	2016	33	72953.22	3773	19.33560032
0002	2016-08-21	2016	34	69195.18	3898	17.75145716
0002	2016-08-28	2016	35	77239.37	4414	17.49872451
0002	2016-09-04	2016	36	94529.99	4939	19.1394999
0002	2016-09-11	2016	37	90588.75	4617	19.62069526
0002	2016-09-18	2016	38	89367.16	4779	18.69997071
0002	2016-09-25	2016	39	95326.85	4844	19.67936623
0002	2016-10-02	2016	40	95172.17	5226	18.21128396
0002	2016-10-09	2016	41	104901.71	5534	18.95585652
0002	2016-10-16	2016	42	98422.01	5647	17.42907916
0002	2016-10-23	2016	43	108614.79	6540	16.60776606
0002	2016-10-30	2016	44	93834.21	5019	18.69579797
0002	2016-11-06	2016	45	116216.04	5426	21.41836344
0002	2016-11-13	2016	46	130966.6	5871	22.30737523
0002	2016-11-20	2016	47	182812.35	7335	24.92329243
0002	2016-11-27	2016	48	179601.18	7578	23.70034046
0002	2016-12-04	2016	49	185406.62	8249	22.47625409
0002	2016-12-11	2016	50	171001.99	8027	21.30334994
0002	2016-12-18	2016	51	183174.51	8815	20.779865
0002	2016-12-25	2016	52	54444.04	3203	16.99782704
0002	2017-01-01	2017	1	51695.91	2872	17.99996866
0002	2017-01-08	2017	2	73476.38	3878	18.94697782
0002	2017-01-15	2017	3	80822.17	4526	17.85730667
0002	2017-01-22	2017	4	79485.7	4188	18.97939351
0002	2017-01-29	2017	5	81674.04	4240	19.26274528
0002	2017-02-05	2017	6	81894.13	4517	18.13020368
0002	2017-02-12	2017	7	82298.28	4432	18.5691065
0002	2017-02-19	2017	8	83011.55	4395	18.88772469
0002	2017-02-26	2017	9	91170.38	4699	19.40208129
0002	2017-03-05	2017	10	86294.5	4420	19.52364253
0002	2017-03-12	2017	11	83913.3	4397	19.08421651
0002	2017-03-19	2017	12	95287.56	4861	19.6024604
0002	2017-03-26	2017	13	87678.95	4482	19.56246095
0002	2017-04-02	2017	14	90282.14	4633	19.48675588
0002	2017-04-09	2017	15	90922.09	5032	18.06877782
0002	2017-04-16	2017	16	76611.69	3747	20.44614091
0002	2017-04-23	2017	17	84171.85	4270	19.71237705
0002	2017-04-30	2017	18	86836.22	4607	18.84875624
0002	2017-05-07	2017	19	101825.66	5218	19.51430816
0002	2017-05-14	2017	20	75738.24	4061	18.65014528
0002	2017-05-21	2017	21	77103.04	4024	19.16079523
0002	2017-05-28	2017	22	82490.66	4399	18.75213912
0002	2017-06-04	2017	23	80624.06	4301	18.74542199
0002	2017-06-11	2017	24	77173.14	4343	17.7695464
0002	2017-06-18	2017	25	67723.36	3732	18.14666667
0002	2017-06-25	2017	26	64811.54	3692	17.5545883
0002	2017-07-02	2017	27	64836.35	3662	17.70517477
0002	2017-07-09	2017	28	67132.63	3834	17.50981481
0002	2017-07-16	2017	29	62687.49	3465	18.09162771
0002	2017-07-23	2017	30	71760.58	3945	18.19026109
0002	2017-07-30	2017	31	64014.12	3657	17.50454471
0002	2017-08-06	2017	32	69909.91	3861	18.1066848
0002	2017-08-13	2017	33	73157.42	4045	18.08588875
0002	2017-08-20	2017	34	67849.3	3728	18.19991953
0002	2017-08-27	2017	35	77451.91	4166	18.59143303
0002	2017-09-03	2017	36	94569.85	4563	20.72536708
0002	2017-09-10	2017	37	83049.24	4549	18.25659266
0002	2017-09-17	2017	38	84793.8	4444	19.08051305
0002	2017-09-24	2017	39	88180.53	4542	19.4144716
0002	2017-10-01	2017	40	91722.52	5117	17.92505765
0003	2015-05-24	2015	21	67407.33	3718	18.12999731
0003	2015-05-31	2015	22	79985.74	4316	18.5323772
0003	2015-06-07	2015	23	83489.98	4163	20.05524381
0003	2015-06-14	2015	24	79680.79	4351	18.31321305
0003	2015-06-21	2015	25	75580.16	3858	19.59050285
0003	2015-06-28	2015	26	70822.8	3406	20.79354081
0003	2015-07-05	2015	27	80943.71	4125	19.62271758
0003	2015-07-12	2015	28	79496.52	4241	18.74475831
0003	2015-07-19	2015	29	66933.36	3559	18.80678842
0003	2015-07-26	2015	30	68737.5	3661	18.77560776
0003	2015-08-02	2015	31	76243.39	3840	19.85504948
0003	2015-08-09	2015	32	74772.73	3891	19.21684143
0003	2015-08-16	2015	33	72542.25	3828	18.95043103
0003	2015-08-23	2015	34	72724.7	3905	18.62348271
0003	2015-08-30	2015	35	79070.27	4063	19.46105587
0003	2015-09-06	2015	36	83611.86	4259	19.63180559
0003	2015-09-13	2015	37	85451.43	4319	19.78500347
0003	2015-09-20	2015	38	93432.7	4810	19.42467775
0003	2015-09-27	2015	39	81453.37	3999	20.36843461
0003	2015-10-04	2015	40	97952.37	4926	19.88476857
0003	2015-10-11	2015	41	99573.6	5370	18.54256983
0003	2015-10-18	2015	42	91275.36	5006	18.23319217
0003	2015-10-25	2015	43	101996.43	6053	16.8505584
0003	2015-11-01	2015	44	98096.44	4852	20.21773289
0003	2015-11-08	2015	45	112340.59	5268	21.32509301
0003	2015-11-15	2015	46	120935.91	5614	21.54184361
0003	2015-11-22	2015	47	152407.59	6452	23.62175914
0003	2015-11-29	2015	48	173754.32	7416	23.4296548
0003	2015-12-06	2015	49	179718.42	7902	22.74340926
0003	2015-12-13	2015	50	191509.44	8626	22.20141897
0003	2015-12-20	2015	51	146319.56	6979	20.96569136
0003	2015-12-27	2015	52	66661.02	3832	17.39588205
0003	2016-01-03	2016	1	68494.28	3647	18.7809926
0003	2016-01-10	2016	2	76597.04	3945	19.41623321
0003	2016-01-17	2016	3	61739.61	3432	17.98939685
0003	2016-01-24	2016	4	74220.68	3833	19.36360031
0003	2016-01-31	2016	5	84675.31	4282	19.77471042
0003	2016-02-07	2016	6	87229.09	4794	18.19547142
0003	2016-02-14	2016	7	76784.15	3939	19.49331048
0003	2016-02-21	2016	8	81679.32	4056	20.13789941
0003	2016-02-28	2016	9	90833.03	4311	21.07006031
0003	2016-03-06	2016	10	84695.06	4254	19.90951105
0003	2016-03-13	2016	11	89597.64	4679	19.14888651
0003	2016-03-20	2016	12	94719.61	4784	19.79924958
0003	2016-03-27	2016	13	65710.14	3327	19.75056808
0003	2016-04-03	2016	14	66610.76	3576	18.62717002
0003	2016-04-10	2016	15	75589.43	3978	19.00186777
0003	2016-04-17	2016	16	79891.47	3996	19.99286036
0003	2016-04-24	2016	17	81998.67	4135	19.83039178
0003	2016-05-01	2016	18	94172.45	4914	19.16411274
0003	2016-05-08	2016	19	75868.8	3663	20.71220311
0003	2016-05-15	2016	20	85164.42	4576	18.61110577
0003	2016-05-22	2016	21	70075.47	3951	17.73613516
0003	2016-05-29	2016	22	82316.99	3867	21.28704163
0003	2016-06-05	2016	23	82047.82	4191	19.57714627
0003	2016-06-12	2016	24	78804.81	4315	18.26299189
0003	2016-06-19	2016	25	67324.59	3344	20.13295156
0003	2016-06-26	2016	26	64280.83	3291	19.53230933
0003	2016-07-03	2016	27	70977.27	3446	20.59700232
0003	2016-07-10	2016	28	65494.93	3460	18.92917052
0003	2016-07-17	2016	29	61162.3	3179	19.23947782
0003	2016-07-24	2016	30	67735.1	3377	20.05777317
0003	2016-07-31	2016	31	75890.9	3650	20.7920274
0003	2016-08-07	2016	32	64161.31	3367	19.05592813
0003	2016-08-14	2016	33	67971.69	3443	19.74199535
0003	2016-08-21	2016	34	69948.13	3688	18.96641269
0003	2016-08-28	2016	35	76132.14	3819	19.93509819
0003	2016-09-04	2016	36	81140.41	3967	20.45384674
0003	2016-09-11	2016	37	76459.47	3909	19.55985418
0003	2016-09-18	2016	38	76367.49	3991	19.13492608
0003	2016-09-25	2016	39	80139.28	3928	20.40205703
0003	2016-10-02	2016	40	89703.83	4527	19.81529269
0003	2016-10-09	2016	41	91081.31	4705	19.35840808
0003	2016-10-16	2016	42	87134.82	4668	18.66641388
0003	2016-10-23	2016	43	87431.52	5217	16.75896492
0003	2016-10-30	2016	44	79617.7	4244	18.76006126
0003	2016-11-06	2016	45	93082.45	4600	20.23531522
0003	2016-11-13	2016	46	107229.61	4961	21.61451522
0003	2016-11-20	2016	47	141975.3	6035	23.52531897
0003	2016-11-27	2016	48	149585	6356	23.53445563
0003	2016-12-04	2016	49	154718.73	6800	22.75275441
0003	2016-12-11	2016	50	147174.14	6668	22.07170666
0003	2016-12-18	2016	51	153407.71	7568	20.27057479
0003	2016-12-25	2016	52	50243.4	2831	17.74758036
0003	2017-01-01	2017	1	44636.14	2464	18.11531656
0003	2017-01-08	2017	2	68011.1	3406	19.96802701
0003	2017-01-15	2017	3	71211.15	3781	18.83394605
0003	2017-01-22	2017	4	69810.04	3408	20.48416667
0003	2017-01-29	2017	5	76586.56	3830	19.99649086
0003	2017-02-05	2017	6	71179.97	4085	17.42471726
0003	2017-02-12	2017	7	72083.05	3875	18.60207742
0003	2017-02-19	2017	8	76353.36	3815	20.01398689
0003	2017-02-26	2017	9	76899.03	3901	19.71264548
0003	2017-03-05	2017	10	78276.08	3923	19.95311751
0003	2017-03-12	2017	11	72336.84	3741	19.33623095
0003	2017-03-19	2017	12	81446.28	3925	20.75064459
0003	2017-03-26	2017	13	82985.89	3989	20.80368263
0003	2017-04-02	2017	14	81844.46	3956	20.6886906
0003	2017-04-09	2017	15	81309.27	4316	18.83903383
0003	2017-04-16	2017	16	59980.07	3091	19.40474604
0003	2017-04-23	2017	17	71916.43	3570	20.14465826
0003	2017-04-30	2017	18	78628.07	4074	19.29996809
0003	2017-05-07	2017	19	93438.82	4694	19.90601193
0003	2017-05-14	2017	20	72137.37	3741	19.28291099
0003	2017-05-21	2017	21	69459.56	3722	18.66189146
0003	2017-05-28	2017	22	79743.26	3990	19.98577945
0003	2017-06-04	2017	23	75059.36	3936	19.06995935
0003	2017-06-11	2017	24	81417.23	4348	18.72521389
0003	2017-06-18	2017	25	65901.21	3457	19.0631212
0003	2017-06-25	2017	26	63400.26	3421	18.53266881
0003	2017-07-02	2017	27	63169.27	3317	19.04409708
0003	2017-07-09	2017	28	66493.12	3478	19.11820587
0003	2017-07-16	2017	29	60845.5	3092	19.67836352
0003	2017-07-23	2017	30	74253.89	3593	20.66626496
0003	2017-07-30	2017	31	63830.28	3219	19.82922647
0003	2017-08-06	2017	32	67423.6	3288	20.50596107
0003	2017-08-13	2017	33	68769.7	3505	19.62045649
0003	2017-08-20	2017	34	59287.83	3235	18.32699536
0003	2017-08-27	2017	35	71124.87	3731	19.06321898
0003	2017-09-03	2017	36	72171	3522	20.49148211
0003	2017-09-10	2017	37	73882.97	3772	19.58721368
0003	2017-09-17	2017	38	64521.7	3635	17.7501238
0003	2017-09-24	2017	39	70898.39	3729	19.0127085
0003	2017-10-01	2017	40	80672.58	4116	19.59975219
0005	2015-05-24	2015	21	48694.67	3087	15.77410755
0005	2015-05-31	2015	22	64565.56	3776	17.09893008
0005	2015-06-07	2015	23	57420.17	3320	17.29523193
0005	2015-06-14	2015	24	59434.31	3530	16.83691501
0005	2015-06-21	2015	25	50055.2	3082	16.24114212
0005	2015-06-28	2015	26	51762.28	2989	17.31759117
0005	2015-07-05	2015	27	56939.89	3583	15.89168016
0005	2015-07-12	2015	28	59408.06	3740	15.88450802
0005	2015-07-19	2015	29	50343.99	3241	15.53347424
0005	2015-07-26	2015	30	52807.22	3203	16.48679988
0005	2015-08-02	2015	31	55689.57	3327	16.73867448
0005	2015-08-09	2015	32	54446.22	3263	16.68593932
0005	2015-08-16	2015	33	59759.5	3619	16.51271069
0005	2015-08-23	2015	34	61347.8	3647	16.82144228
0005	2015-08-30	2015	35	65233.14	3702	17.62105348
0005	2015-09-06	2015	36	69781.17	3809	18.32007614
0005	2015-09-13	2015	37	68430.52	4039	16.9424412
0005	2015-09-20	2015	38	75343.93	4333	17.38839834
0005	2015-09-27	2015	39	67247.08	3853	17.45317415
0005	2015-10-04	2015	40	74476.64	4426	16.82707637
0005	2015-10-11	2015	41	77189.43	4629	16.67518471
0005	2015-10-18	2015	42	71062.94	4436	16.01959874
0005	2015-10-25	2015	43	78904.24	5047	15.63388944
0005	2015-11-01	2015	44	80664.93	4348	18.55219181
0005	2015-11-08	2015	45	94238.37	4873	19.33888159
0005	2015-11-15	2015	46	108734.74	5509	19.73765475
0005	2015-11-22	2015	47	147618.13	6723	21.95718132
0005	2015-11-29	2015	48	139637.57	7307	19.11010948
0005	2015-12-06	2015	49	154675.89	7821	19.77699655
0005	2015-12-13	2015	50	154290.08	8165	18.89651929
0005	2015-12-20	2015	51	115029.23	6439	17.86445566
0005	2015-12-27	2015	52	59114.87	3732	15.83999732
0005	2016-01-03	2016	1	54128.2	3326	16.27426338
0005	2016-01-10	2016	2	63475.87	3433	18.48991261
0005	2016-01-17	2016	3	52808.67	3208	16.46155549
0005	2016-01-24	2016	4	55504.69	3117	17.80708694
0005	2016-01-31	2016	5	69135.99	3849	17.96206547
0005	2016-02-07	2016	6	64435.6	3860	16.69316062
0005	2016-02-14	2016	7	64524.69	3630	17.77539669
0005	2016-02-21	2016	8	65724.71	3789	17.34618897
0005	2016-02-28	2016	9	72471.54	4052	17.88537512
0005	2016-03-06	2016	10	68235.45	3823	17.84866597
0005	2016-03-13	2016	11	74595.61	4215	17.69765362
0005	2016-03-20	2016	12	74720.37	4422	16.8974152
0005	2016-03-27	2016	13	49504.01	2890	17.12941522
0005	2016-04-03	2016	14	52571.18	3074	17.10188029
0005	2016-04-10	2016	15	62320.22	3610	17.26321884
0005	2016-04-17	2016	16	61625.92	3423	18.00348233
0005	2016-04-24	2016	17	56486.13	3265	17.30049923
0005	2016-05-01	2016	18	70787	4093	17.2946494
0005	2016-05-08	2016	19	54586.4	3143	17.36761056
0005	2016-05-15	2016	20	61509.49	3878	15.86113718
0005	2016-05-22	2016	21	54501.65	3300	16.51565152
0005	2016-05-29	2016	22	52108.09	3117	16.71738531
0005	2016-06-05	2016	23	63555.68	3245	19.58572573
0005	2016-06-12	2016	24	51509.49	3017	17.07308253
0005	2016-06-19	2016	25	52678.41	3101	16.98755563
0005	2016-06-26	2016	26	51474.7	3020	17.04460265
0005	2016-07-03	2016	27	49887.26	3103	16.07710603
0005	2016-07-10	2016	28	48301.86	3013	16.03115168
0005	2016-07-17	2016	29	51786.02	3034	17.06856295
0005	2016-07-24	2016	30	48315.95	3044	15.87251971
0005	2016-07-31	2016	31	60781.65	3361	18.08439453
0005	2016-08-07	2016	32	49013.22	2927	16.7452067
0005	2016-08-14	2016	33	53431.9	3323	16.07941619
0005	2016-08-21	2016	34	56948.31	3444	16.53551394
0005	2016-08-28	2016	35	62697.23	3592	17.45468541
0005	2016-09-04	2016	36	63625.65	3545	17.94799718
0005	2016-09-11	2016	37	67796.96	3701	18.31855174
0005	2016-09-18	2016	38	67036.12	3820	17.54872251
0005	2016-09-25	2016	39	74272.1	4042	18.37508659
0005	2016-10-02	2016	40	72477.6	3999	18.12393098
0005	2016-10-09	2016	41	73767.43	4311	17.11144282
0005	2016-10-16	2016	42	69283.7	4188	16.54338586
0005	2016-10-23	2016	43	71559.09	4669	15.3264275
0005	2016-10-30	2016	44	72312.44	3941	18.34875412
0005	2016-11-06	2016	45	83087.61	4388	18.93518915
0005	2016-11-13	2016	46	97703.43	5014	19.48612485
0005	2016-11-20	2016	47	139813.41	6409	21.81516773
0005	2016-11-27	2016	48	136105.46	6809	19.98905272
0005	2016-12-04	2016	49	141442.82	7241	19.53360309
0005	2016-12-11	2016	50	123922.13	6686	18.53456925
0005	2016-12-18	2016	51	142004.54	7678	18.49499088
0005	2016-12-25	2016	52	45811.99	2864	15.99580656
0005	2017-01-01	2017	1	43249.17	2700	16.01821111
0005	2017-01-08	2017	2	55577.39	3104	17.90508698
0005	2017-01-15	2017	3	57922.48	3634	15.93904238
0005	2017-01-22	2017	4	59976.35	3416	17.55747951
0005	2017-01-29	2017	5	58511.33	3517	16.63671595
0005	2017-02-05	2017	6	54763.24	3527	15.52686136
0005	2017-02-12	2017	7	61731.86	3477	17.7543457
0005	2017-02-19	2017	8	63990.96	3635	17.60411554
0005	2017-02-26	2017	9	63886.83	3448	18.52866299
0005	2017-03-05	2017	10	64656.77	3536	18.28528563
0005	2017-03-12	2017	11	57939.05	3319	17.45677915
0005	2017-03-19	2017	12	69169.52	3829	18.06464351
0005	2017-03-26	2017	13	67025.22	3778	17.74092642
0005	2017-04-02	2017	14	62750.71	3661	17.14031958
0005	2017-04-09	2017	15	68567.03	3963	17.30179914
0005	2017-04-16	2017	16	48820.45	2724	17.92233847
0005	2017-04-23	2017	17	60686.37	3349	18.12074351
0005	2017-04-30	2017	18	67229.7	3827	17.56720669
0005	2017-05-07	2017	19	72611.96	4132	17.57307841
0005	2017-05-14	2017	20	53867.15	3232	16.66681621
0005	2017-05-21	2017	21	59646.05	3281	18.17922889
0005	2017-05-28	2017	22	61270.46	3570	17.16259384
0005	2017-06-04	2017	23	56361.48	3401	16.57203176
0005	2017-06-11	2017	24	53357.26	3306	16.13952208
0005	2017-06-18	2017	25	51943.18	2999	17.32016672
